code,description
5407.6,"- Outros tecidos, que contenham pelo menos 85 %, em peso, de filamentos de poliéster:"
5407.61.00,"-- Que contenham pelo menos 85 %, em peso, de filamentos de poliéster não texturizados"
5407.69.00,-- Outros
5407.7,"- Outros tecidos, que contenham pelo menos 85 %, em peso, de filamentos sintéticos:"
5407.71.00,-- Crus ou branqueados
5407.72.00,-- Tintos
5407.73.00,-- De fios de diversas cores
5407.74.00,-- Estampados
5407.8,"- Outros tecidos, que contenham menos de 85 %, em peso, de filamentos sintéticos, combinados, principal ou unicamente, com algodão:"
5407.81.00,-- Crus ou branqueados
5407.82.00,-- Tintos
5407.83.00,-- De fios de diversas cores
5407.84.00,-- Estampados
5407.9,- Outros tecidos:
5407.91.00,-- Crus ou branqueados
5407.92.00,-- Tintos
5407.93.00,-- De fios de diversas cores
5407.94.00,-- Estampados
54.08,"Tecidos de fios de filamentos artificiais, incluindo os tecidos obtidos a partir dos produtos da posição 54.05."
5408.10.00,"- Tecidos obtidos a partir de fios de alta tenacidade, de raiom viscose"
5408.2,"- Outros tecidos, que contenham pelo menos 85 %, em peso, de filamentos ou de lâminas ou formas semelhantes, artificiais:"
5408.21.00,-- Crus ou branqueados
5408.22.00,-- Tintos
5408.23.00,-- De fios de diversas cores
5408.24.00,-- Estampados
5408.3,- Outros tecidos:
5408.31.00,-- Crus ou branqueados
5408.32.00,-- Tintos
5408.33.00,-- De fios de diversas cores
5408.34.00,-- Estampados
55,"Fibras sintéticas ou artificiais, descontínuas."
55.01,Cabos de filamentos sintéticos.
5501.1,- De náilon ou de outras poliamidas:
5501.11.00,-- De aramidas
5501.19.00,-- Outros
5501.20.00,- De poliésteres
5501.30.00,- Acrílicos ou modacrílicos
5501.40.00,- De polipropileno
5501.90.00,- Outros
55.02,Cabos de filamentos artificiais.
5502.10.00,- De acetato de celulose
5502.90,- Outros
5502.90.10,De raiom viscose
5502.90.90,Outros
55.03,"Fibras sintéticas descontínuas, não cardadas, não penteadas nem transformadas de outro modo para fiação."
5503.1,- De náilon ou de outras poliamidas:
5503.11.00,-- De aramidas
5503.19,-- Outras
5503.19.10,"Bicomponentes, de diferentes pontos de fusão"
5503.19.90,Outras
5503.20,- De poliésteres
5503.20.10,"Bicomponentes, de diferentes pontos de fusão"
5503.20.90,Outras
5503.30.00,- Acrílicas ou modacrílicas
5503.40.00,- De polipropileno
5503.90,- Outras
5503.90.10,"Bicomponentes, de diferentes pontos de fusão"
5503.90.20,De poli(álcool vinílico)
5503.90.90,Outras
55.04,"Fibras artificiais descontínuas, não cardadas, não penteadas nem transformadas de outro modo para fiação."
5504.10.00,- De raiom viscose
5504.90,- Outras
5504.90.10,De liocel
5504.90.90,Outras
55.05,"Desperdícios de fibras sintéticas ou artificiais (incluindo os desperdícios da penteação, os de fios e os fiapos)."
5505.10.00,- De fibras sintéticas
5505.20.00,- De fibras artificiais
55.06,"Fibras sintéticas descontínuas, cardadas, penteadas ou transformadas de outro modo para fiação."
5506.10.00,- De náilon ou de outras poliamidas
5506.20.00,- De poliésteres
5506.30.00,- Acrílicas ou modacrílicas
5506.40.00,- De polipropileno
5506.90.00,- Outras
5507.00.00,"Fibras artificiais descontínuas, cardadas, penteadas ou transformadas de outro modo para fiação."
55.08,"Linhas para costurar, de fibras sintéticas ou artificiais descontínuas, mesmo acondicionadas para venda a retalho."
5508.10.00,- De fibras sintéticas descontínuas
5508.20.00,- De fibras artificiais descontínuas
55.09,"Fios de fibras sintéticas descontínuas (exceto linhas para costurar), não acondicionados para venda a retalho."
5509.1,"- Que contenham pelo menos 85 %, em peso, de fibras descontínuas de náilon ou de outras poliamidas:"
5509.11.00,-- Simples
5509.12,-- Retorcidos ou retorcidos múltiplos
5509.12.10,De aramidas
5509.12.90,Outros
5509.2,"- Que contenham pelo menos 85 %, em peso, de fibras descontínuas de poliéster:"
5509.21.00,-- Simples
5509.22.00,-- Retorcidos ou retorcidos múltiplos
5509.3,"- Que contenham pelo menos 85 %, em peso, de fibras descontínuas acrílicas ou modacrílicas:"
5509.31.00,-- Simples
5509.32.00,-- Retorcidos ou retorcidos múltiplos
5509.4,"- Outros fios, que contenham pelo menos 85 %, em peso, de fibras sintéticas descontínuas:"
5509.41.00,-- Simples
5509.42.00,-- Retorcidos ou retorcidos múltiplos
5509.5,- Outros fios de fibras descontínuas de poliéster:
5509.51.00,"-- Combinadas, principal ou unicamente, com fibras artificiais descontínuas"
5509.52.00,"-- Combinadas, principal ou unicamente, com lã ou pelos finos"
5509.53.00,"-- Combinadas, principal ou unicamente, com algodão"
5509.59.00,-- Outros
5509.6,- Outros fios de fibras descontínuas acrílicas ou modacrílicas:
5509.61.00,"-- Combinadas, principal ou unicamente, com lã ou pelos finos"
5509.62.00,"-- Combinadas, principal ou unicamente, com algodão"
5509.69.00,-- Outros
5509.9,- Outros fios:
5509.91.00,"-- Combinados, principal ou unicamente, com lã ou pelos finos"
5509.92.00,"-- Combinados, principal ou unicamente, com algodão"
5509.99.00,-- Outros
55.10,"Fios de fibras artificiais descontínuas (exceto linhas para costurar), não acondicionados para venda a retalho."
5510.1,"- Que contenham pelo menos 85 %, em peso, de fibras artificiais descontínuas:"
5510.11,-- Simples
5510.11.1,Obtidos a partir de fibras de celulose
5510.11.11,"De raiom viscose, exceto modal"
5510.11.12,De modal
5510.11.13,De liocel
5510.11.19,Outros
5510.11.90,Outros
5510.12,-- Retorcidos ou retorcidos múltiplos
5510.12.1,Obtidos a partir de fibras de celulose
5510.12.11,"De raiom viscose, exceto modal"
5510.12.12,De modal
5510.12.13,De liocel
5510.12.19,Outros
5510.12.90,Outros
5510.20,"- Outros fios, combinados, principal ou unicamente, com lã ou pelos finos"
5510.20.1,Obtidos a partir de fibras de celulose
5510.20.11,"De raiom viscose, exceto modal"
5510.20.12,De modal
5510.20.13,De liocel
5510.20.19,Outros
5510.20.90,Outros
5510.30,"- Outros fios, combinados, principal ou unicamente, com algodão"
5510.30.1,Obtidos a partir de fibras de celulose
5510.30.11,"De raiom viscose, exceto modal"
5510.30.12,De modal
5510.30.13,De liocel
5510.30.19,Outros
5510.30.90,Outros
5510.90,- Outros fios
5510.90.1,Obtidos a partir de fibras de celulose
5510.90.11,"De raiom viscose, exceto modal"
5510.90.12,De modal
5510.90.13,De liocel
5510.90.19,Outros
5510.90.90,Outros
55.11,"Fios de fibras sintéticas ou artificiais, descontínuas (exceto linhas para costurar), acondicionados para venda a retalho."
5511.10.00,"- De fibras sintéticas descontínuas, que contenham pelo menos 85 %, em peso, destas fibras"
5511.20.00,"- De fibras sintéticas descontínuas, que contenham menos de 85 %, em peso, destas fibras"
5511.30.00,- De fibras artificiais descontínuas
55.12,"Tecidos de fibras sintéticas descontínuas, que contenham pelo menos 85 %, em peso, destas fibras."
5512.1,"- Que contenham pelo menos 85 %, em peso, de fibras descontínuas de poliéster:"
5512.11.00,-- Crus ou branqueados
5512.19.00,-- Outros
5512.2,"- Que contenham pelo menos 85 %, em peso, de fibras descontínuas acrílicas ou modacrílicas:"
5512.21.00,-- Crus ou branqueados
5512.29.00,-- Outros
5512.9,- Outros:
5512.91,-- Crus ou branqueados
5512.91.10,De aramidas
5512.91.90,Outros
5512.99,-- Outros
5512.99.10,De aramidas
5512.99.90,Outros
55.13,"Tecidos de fibras sintéticas descontínuas, que contenham menos de 85 %, em peso, destas fibras, combinados, principal ou unicamente, com algodão, de peso não superior a 170 g/m2."
5513.1,- Crus ou branqueados:
5513.11.00,"-- De fibras descontínuas de poliéster, em ponto de tafetá"
5513.12.00,"-- De fibras descontínuas de poliéster, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4"
5513.13.00,-- Outros tecidos de fibras descontínuas de poliéster
5513.19.00,-- Outros tecidos
5513.2,- Tintos:
5513.21.00,"-- De fibras descontínuas de poliéster, em ponto de tafetá"
5513.23,-- Outros tecidos de fibras descontínuas de poliéster
5513.23.10,"Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4"
5513.23.90,Outros
5513.29.00,-- Outros tecidos
5513.3,- De fios de diversas cores:
5513.31.00,"-- De fibras descontínuas de poliéster, em ponto de tafetá"
5513.39,-- Outros tecidos
5513.39.1,De fibras descontínuas de poliéster
5513.39.11,"Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4"
5513.39.19,Outros
5513.39.90,Outros
5513.4,- Estampados:
5513.41.00,"-- De fibras descontínuas de poliéster, em ponto de tafetá"
5513.49,-- Outros tecidos
5513.49.1,De fibras descontínuas de poliéster
5513.49.11,"Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4"
5513.49.19,Outros
5513.49.90,Outros
55.14,"Tecidos de fibras sintéticas descontínuas, que contenham menos de 85 %, em peso, destas fibras, combinados, principal ou unicamente, com algodão, de peso superior a 170 g/m2."
5514.1,- Crus ou branqueados:
5514.11.00,"-- De fibras descontínuas de poliéster, em ponto de tafetá"
5514.12.00,"-- De fibras descontínuas de poliéster, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4"
5514.19,-- Outros tecidos
5514.19.10,De fibras descontínuas de poliéster
5514.19.90,Outros
5514.2,- Tintos:
5514.21.00,"-- De fibras descontínuas de poliéster, em ponto de tafetá"
5514.22.00,"-- De fibras descontínuas de poliéster, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4"
5514.23.00,-- Outros tecidos de fibras descontínuas de poliéster
5514.29.00,-- Outros tecidos
5514.30,- De fios de diversas cores
5514.30.1,De fibras descontínuas de poliéster
5514.30.11,Em ponto de tafetá
5514.30.12,"Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4"
5514.30.19,Outros
5514.30.90,Outros
5514.4,- Estampados:
5514.41.00,"-- De fibras descontínuas de poliéster, em ponto de tafetá"
5514.42.00,"-- De fibras descontínuas de poliéster, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4"
5514.43.00,-- Outros tecidos de fibras descontínuas de poliéster
5514.49.00,-- Outros tecidos
55.15,Outros tecidos de fibras sintéticas descontínuas.
5515.1,- De fibras descontínuas de poliéster:
5515.11.00,"-- Combinadas, principal ou unicamente, com fibras descontínuas de raiom viscose"
5515.12.00,"-- Combinadas, principal ou unicamente, com filamentos sintéticos ou artificiais"
5515.13.00,"-- Combinadas, principal ou unicamente, com lã ou pelos finos"
5515.19.00,-- Outros
5515.2,- De fibras descontínuas acrílicas ou modacrílicas:
5515.21.00,"-- Combinadas, principal ou unicamente, com filamentos sintéticos ou artificiais"
5515.22.00,"-- Combinadas, principal ou unicamente, com lã ou pelos finos"
5515.29.00,-- Outros
5515.9,- Outros tecidos:
5515.91.00,"-- Combinados, principal ou unicamente, com filamentos sintéticos ou artificiais"
5515.99,-- Outros
5515.99.10,"Combinados, principal ou unicamente, com lã ou pelos finos"
5515.99.90,Outros
55.16,Tecidos de fibras artificiais descontínuas.
5516.1,"- Que contenham pelo menos 85 %, em peso, de fibras artificiais descontínuas:"
5516.11.00,-- Crus ou branqueados
5516.12.00,-- Tintos
5516.13.00,-- De fios de diversas cores
5516.14.00,-- Estampados
5516.2,"- Que contenham menos de 85 %, em peso, de fibras artificiais descontínuas, combinadas, principal ou unicamente, com filamentos sintéticos ou artificiais:"
5516.21.00,-- Crus ou branqueados
5516.22.00,-- Tintos
5516.23.00,-- De fios de diversas cores
5516.24.00,-- Estampados
5516.3,"- Que contenham menos de 85 %, em peso, de fibras artificiais descontínuas, combinadas, principal ou unicamente, com lã ou pelos finos:"
5516.31.00,-- Crus ou branqueados
5516.32.00,-- Tintos
5516.33.00,-- De fios de diversas cores
5516.34.00,-- Estampados
5516.4,"- Que contenham menos de 85 %, em peso, de fibras artificiais descontínuas, combinadas, principal ou unicamente, com algodão:"
5516.41.00,-- Crus ou branqueados
5516.42.00,-- Tintos
5516.43.00,-- De fios de diversas cores
5516.44.00,-- Estampados
5516.9,- Outros:
5516.91.00,-- Crus ou branqueados
5516.92.00,-- Tintos
5516.93.00,-- De fios de diversas cores
5516.94.00,-- Estampados
56,"Pastas (ouates), feltros e falsos tecidos (tecidos não tecidos); fios especiais; cordéis, cordas e cabos; artigos de cordoaria."
56.01,"Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates); fibras têxteis de comprimento não superior a 5 mm (tontisses), nós e bolotas (borbotos*) de matérias têxteis."
5601.2,- Pastas (ouates) de matérias têxteis e artigos destas pastas (ouates):
5601.21,-- De algodão
5601.21.10,Pastas (ouates)
5601.21.90,Outros artigos de pastas (ouates)
5601.22,-- De fibras sintéticas ou artificiais
5601.22.1,Pastas (ouates)
5601.22.11,De aramidas
5601.22.19,Outras
5601.22.9,Outros artigos de pastas ( ouates)
5601.22.91,Cilindros para filtros de cigarros
5601.22.99,Outros
5601.29.00,-- Outros
5601.30,"- Tontisses, nós e bolotas (borbotos*) de matérias têxteis"
5601.30.10,De aramidas
5601.30.90,Outros
56.02,"Feltros, mesmo impregnados, revestidos, recobertos ou estratificados."
5602.10.00,- Feltros agulhados e artigos obtidos por costura por entrelaçamento (cousus-tricotés)
5602.2,"- Outros feltros, não impregnados, nem revestidos, nem recobertos, nem estratificados:"
5602.21.00,-- De lã ou de pelos finos
5602.29.00,-- De outras matérias têxteis
5602.90.00,- Outros
56.03,"Falsos tecidos (tecidos não tecidos), mesmo impregnados, revestidos, recobertos ou estratificados."
5603.1,- De filamentos sintéticos ou artificiais:
5603.11,-- De peso não superior a 25 g/m2
5603.11.10,De aramidas
5603.11.20,De poliéster
5603.11.30,De polipropileno
5603.11.40,De raiom viscose
5603.11.90,Outros
5603.12,"-- De peso superior a 25 g/m2, mas não superior a 70 g/m2"
5603.12.10,De polietileno de alta densidade
5603.12.20,De aramidas
5603.12.30,De poliéster
5603.12.40,De polipropileno
5603.12.50,De raiom viscose
5603.12.90,Outros
5603.13,"-- De peso superior a 70 g/m2, mas não superior a 150 g/m2"
5603.13.10,De polietileno de alta densidade
5603.13.20,De aramidas
5603.13.30,De poliéster
5603.13.40,De polipropileno
5603.13.50,De raiom viscose
5603.13.90,Outros
5603.14,-- De peso superior a 150 g/m2
5603.14.10,De aramidas
5603.14.20,De poliéster
5603.14.30,De polipropileno
5603.14.40,De raiom viscose
5603.14.90,Outros
